customer_id,name,email,phone,city,state,country,signup_date,age,membership
2777,Sarah Miller,bob@company.com,5551234567,Unknown,TX,USA,1697826600.0,,Bronze
1959,John Smith,,INVALID,Unknown,IL,Unknown,10-Sep-2023,,Bronze
885,Unknown,john@email.com,N/A,Unknown,CA,USA,2023-01-26,,Silver
1782,Unknown,,,Seattle,CA,Unknown,2023-02-14,,Unknown
705,Unknown,john@email.com,INVALID,New York,TX,USA,2023-08-20,,Gold
2916,John Smith,,+1-555-123-4567,Chicago,CA,USA,1707762600.0,55.0,Free
852,Jane Doe,,555.123.4567,Chicago,CA,USA,1692383400.0,,Gold
1480,John Smith,jane@test.com,555.123.4567,New York,CA,USA,,,Bronze
371,Jane Doe,bob@company.com,555-123-4567,Seattle,TX,USA,1686335400.0,56.0,Free
2685,Unknown,,555-123-4567,Chicago,WA,USA,,,Silver
2954,Emma Johnson,bob@company.com,,Chicago,CA,USA,07/29/2024,,Free
990,Michael Lee,john@email.com,,Chicago,WA,Unknown,05-Aug-2024,,Premium
2788,Lisa Anderson,alice@gmail.com,INVALID,Chicago,NY,USA,25-Mar-2024,,Gold
1500,Jane Doe,,555-123-4567,Los Angeles,WA,Unknown,,,Gold
2683,Jane Doe,john@email.com,(555) 123-4567,Seattle,Unknown,USA,1696271400.0,,Bronze
1008,Unknown,john@email.com,5551234567,Unknown,CA,USA,2024-06-06,,Bronze
911,Michael Lee,,,San Francisco,IL,USA,08/07/2024,45.0,Bronze
595,Michael Lee,john@email.com,5551234567,Chicago,NY,Unknown,2023-11-20,,Unknown
2786,Unknown,alice@gmail.com,5551234567,Unknown,IL,USA,2024-04-27,18.0,Unknown
680,Jane Doe,,,Unknown,CA,USA,1730917800.0,62.0,Free
2061,Unknown,,555.123.4567,Seattle,NY,USA,2023-12-27,39.0,Silver
1601,Unknown,,,Los Angeles,TX,USA,09/29/2024,,Unknown
2533,David Garcia,john@email.com,+1-555-123-4567,New York,WA,Unknown,07-Nov-2024,,Bronze
1564,Bob Wilson,,000-000-0000,Chicago,IL,USA,2023-06-11,,Bronze
1666,Lisa Anderson,,5551234567,New York,IL,USA,02/11/2024,,Free
1639,Alice Brown,,555-123-4567,Los Angeles,Unknown,USA,11-Jun-2024,,Bronze
2592,Jane Doe,john@email.com,555.123.4567,Chicago,CA,USA,1691865000.0,26.0,Gold
1821,Emma Johnson,,,New York,IL,USA,2024-04-09,,Gold
1762,Emma Johnson,jane@test.com,+1-555-123-4567,Chicago,Unknown,Unknown,2023-05-10,,Free
1270,Michael Lee,bob@company.com,,New York,CA,USA,2023-02-17,,Gold
2098,Unknown,alice@gmail.com,555-123-4567,Houston,Unknown,USA,2023-05-17,,Bronze
2363,Bob Wilson,bob@company.com,INVALID,New York,Unknown,USA,2024-08-05,,Bronze
288,Jane Doe,jane@test.com,,San Francisco,WA,USA,27-Oct-2023,54.0,Silver
2156,Jane Doe,,INVALID,Houston,IL,Unknown,2023-05-20,,Silver
2725,Jane Doe,bob@company.com,,Los Angeles,NY,USA,1681669800.0,,Gold
1328,John Smith,,(555) 123-4567,Chicago,CA,USA,2024-03-10,48.0,Gold
2717,John Smith,,(555) 123-4567,Chicago,WA,USA,17-Aug-2023,,Bronze
1852,Alice Brown,,N/A,Unknown,IL,USA,2023-09-10,55.0,Bronze
2552,David Garcia,,555.123.4567,New York,WA,USA,,,Free
1563,John Smith,,555-123-4567,Los Angeles,Unknown,Unknown,1722882600.0,,Gold
1815,James Taylor,,(555) 123-4567,Los Angeles,TX,USA,12/29/2024,,Silver
2587,Lisa Anderson,alice@gmail.com,000-000-0000,Chicago,WA,USA,04/25/2023,,Bronze
1391,John Smith,,555-123-4567,Chicago,IL,USA,06-Aug-2023,57.0,Gold
593,Emma Johnson,bob@company.com,(555) 123-4567,Unknown,TX,USA,2024-01-19,,Premium
1773,Sarah Miller,,000-000-0000,New York,IL,USA,11-Mar-2024,,Free
908,John Smith,alice@gmail.com,555.123.4567,New York,Unknown,USA,2023-10-11,42.0,Free
1911,Alice Brown,,+1-555-123-4567,New York,WA,Unknown,14-Feb-2024,73.0,Silver
2853,John Smith,,000-000-0000,Unknown,Unknown,USA,1700245800.0,,Free
239,John Smith,,INVALID,Chicago,Unknown,USA,04/19/2023,,Unknown
1830,Charlie Davis,,N/A,Chicago,WA,Unknown,,,Silver
2394,Alice Brown,,N/A,Seattle,CA,Unknown,2024-09-09,,Free
1250,Bob Wilson,,(555) 123-4567,Chicago,CA,USA,01/08/2024,36.0,Free
406,Unknown,,555.123.4567,Los Angeles,NY,USA,,27.0,Gold
285,Unknown,jane@test.com,555-123-4567,Los Angeles,IL,USA,2023-03-27,,Free
742,John Smith,,+1-555-123-4567,Unknown,NY,USA,2024-04-11,52.0,Free
970,Charlie Davis,,000-000-0000,New York,IL,USA,,25.0,Bronze
217,Lisa Anderson,jane@test.com,INVALID,New York,TX,USA,,80.0,Premium
23,Charlie Davis,john@email.com,(555) 123-4567,Los Angeles,WA,USA,,,Free
2746,Emma Johnson,alice@gmail.com,5551234567,New York,Unknown,Unknown,04/02/2024,,Premium
2950,David Garcia,john@email.com,N/A,New York,TX,USA,2024-10-17,,Free
245,Unknown,,555.123.4567,San Francisco,IL,USA,03-Mar-2023,68.0,Unknown
766,Emma Johnson,,555.123.4567,New York,CA,USA,19-Feb-2023,,Unknown
1575,Unknown,,,Chicago,WA,USA,09-Apr-2023,,Gold
2251,James Taylor,john@email.com,,New York,TX,USA,07/04/2023,,Premium
2488,Jane Doe,john@email.com,(555) 123-4567,Chicago,CA,USA,1712082600.0,36.0,Gold
105,Emma Johnson,john@email.com,INVALID,Unknown,TX,USA,2024-12-19,42.0,Free
2281,Jane Doe,alice@gmail.com,000-000-0000,New York,TX,USA,1694284200.0,,Silver
2202,Alice Brown,,555-123-4567,New York,CA,Unknown,12/07/2024,59.0,Bronze
1652,Jane Doe,,(555) 123-4567,Chicago,IL,Unknown,,,Bronze
2208,Alice Brown,john@email.com,,New York,WA,USA,05/30/2023,,Bronze
2645,Bob Wilson,,,Seattle,IL,USA,,69.0,Unknown
2180,James Taylor,,,Los Angeles,IL,USA,13-Oct-2023,,Unknown
1383,Emma Johnson,,+1-555-123-4567,New York,Unknown,USA,,,Premium
407,John Smith,,000-000-0000,Los Angeles,TX,Unknown,05/10/2023,,Premium
254,John Smith,bob@company.com,,Los Angeles,TX,Unknown,02-Jun-2023,39.0,Unknown
1400,Lisa Anderson,,+1-555-123-4567,New York,Unknown,USA,,,Unknown
2757,Unknown,,INVALID,New York,CA,Unknown,,,Free
1947,Jane Doe,,,San Francisco,NY,USA,2024-09-12,58.0,Free
2041,Jane Doe,alice@gmail.com,,Unknown,Unknown,USA,29-Apr-2024,36.0,Gold
1257,Jane Doe,,(555) 123-4567,Los Angeles,IL,USA,1702924200.0,,Premium
2106,Sarah Miller,jane@test.com,5551234567,Chicago,TX,USA,2023-08-28,42.0,Unknown
691,Jane Doe,,,Unknown,NY,USA,01-Feb-2023,,Premium
2828,Jane Doe,john@email.com,N/A,Houston,TX,Unknown,1693938600.0,,Unknown
1946,Unknown,,+1-555-123-4567,Chicago,IL,Unknown,,76.0,Bronze
671,John Smith,jane@test.com,,Unknown,NY,USA,08/11/2023,,Silver
988,Michael Lee,,555-123-4567,Los Angeles,TX,USA,2023-11-04,,Premium
1768,Unknown,,5551234567,Chicago,IL,USA,,34.0,Silver
1565,Unknown,john@email.com,,San Francisco,TX,USA,1713205800.0,,Bronze
1450,Unknown,,(555) 123-4567,Chicago,TX,USA,12/22/2023,,Unknown
2561,James Taylor,alice@gmail.com,+1-555-123-4567,Houston,IL,USA,1720722600.0,,Premium
569,Unknown,,(555) 123-4567,Unknown,WA,USA,24-Jul-2024,,Free
2959,James Taylor,bob@company.com,N/A,Los Angeles,CA,USA,,75.0,Free
319,Michael Lee,john@email.com,(555) 123-4567,New York,IL,USA,2023-05-16,33.0,Free
544,Charlie Davis,john@email.com,5551234567,Chicago,IL,USA,21-Feb-2023,,Gold
1526,Charlie Davis,jane@test.com,N/A,Unknown,WA,USA,23-Oct-2024,29.0,Silver
1087,John Smith,alice@gmail.com,5551234567,New York,CA,USA,03/18/2024,,Premium
523,Lisa Anderson,,5551234567,Los Angeles,NY,USA,2023-07-09,27.0,Free
868,Jane Doe,,000-000-0000,Chicago,CA,Unknown,08-Oct-2024,,Premium
425,Lisa Anderson,john@email.com,555.123.4567,Los Angeles,IL,USA,1705775400.0,,Silver
2382,Charlie Davis,,555.123.4567,San Francisco,NY,Unknown,2023-10-30,,Free
2329,Alice Brown,,(555) 123-4567,San Francisco,CA,USA,2024-07-15,,Silver
2236,Sarah Miller,,555-123-4567,Unknown,CA,USA,,,Gold
2840,Jane Doe,,+1-555-123-4567,New York,Unknown,Unknown,07/25/2023,,Bronze
1499,Unknown,bob@company.com,+1-555-123-4567,Unknown,CA,USA,11/19/2024,44.0,Gold
1981,Alice Brown,,555.123.4567,Houston,WA,USA,1724956200.0,56.0,Free
2755,Unknown,,000-000-0000,Los Angeles,CA,USA,05-Oct-2023,66.0,Premium
144,Michael Lee,,,Unknown,IL,USA,2023-09-23,70.0,Free
1167,Jane Doe,john@email.com,5551234567,Chicago,Unknown,USA,2023-07-19,,Free
1468,John Smith,,INVALID,San Francisco,IL,USA,2023-06-29,,Gold
490,Sarah Miller,bob@company.com,INVALID,Chicago,IL,USA,1691692200.0,29.0,Premium
669,Charlie Davis,john@email.com,+1-555-123-4567,Los Angeles,Unknown,USA,,,Premium
876,Sarah Miller,,555.123.4567,Los Angeles,IL,USA,2023-01-03,20.0,Silver
1926,John Smith,,5551234567,New York,IL,USA,1699122600.0,,Gold
2445,Bob Wilson,,,Los Angeles,CA,USA,2023-09-01,37.0,Free
10,Unknown,alice@gmail.com,,Los Angeles,TX,USA,2023-12-14,65.0,Gold
1117,Jane Doe,,,Chicago,IL,Unknown,,,Premium
2733,John Smith,john@email.com,555-123-4567,Unknown,IL,USA,2024-02-28,40.0,Free
1744,Jane Doe,john@email.com,N/A,Houston,TX,USA,,,Bronze
2114,Bob Wilson,john@email.com,,Unknown,IL,USA,12/18/2024,33.0,Bronze
2170,David Garcia,,,New York,WA,Unknown,2023-12-03,40.0,Free
4,Jane Doe,bob@company.com,(555) 123-4567,Los Angeles,WA,USA,2024-10-01,,Premium
521,John Smith,,,Houston,IL,USA,13-Sep-2023,55.0,Unknown
1075,John Smith,,000-000-0000,Los Angeles,TX,USA,08/05/2024,,Silver
2468,Sarah Miller,jane@test.com,555.123.4567,Unknown,CA,USA,12-Aug-2024,,Free
591,Michael Lee,,000-000-0000,Unknown,CA,USA,20-May-2024,37.0,Bronze
2464,David Garcia,,,Houston,NY,USA,2023-09-21,,Unknown
1678,John Smith,,+1-555-123-4567,Los Angeles,CA,Unknown,,,Gold
2271,Jane Doe,,555.123.4567,Los Angeles,TX,USA,2023-09-21,,Free
646,Lisa Anderson,,555-123-4567,New York,CA,Unknown,INVALID_DATE,,Gold
1410,Sarah Miller,alice@gmail.com,555.123.4567,Chicago,TX,Unknown,2023-03-11,,Free
2860,Charlie Davis,,(555) 123-4567,Chicago,WA,USA,,,Bronze
2798,John Smith,bob@company.com,,Unknown,IL,USA,1726165800.0,21.0,Gold
2886,James Taylor,,000-000-0000,New York,TX,USA,,,Gold
360,John Smith,john@email.com,+1-555-123-4567,Chicago,CA,USA,,,Silver
2266,Emma Johnson,jane@test.com,5551234567,Unknown,WA,Unknown,16-Apr-2023,,Gold
1783,Unknown,,(555) 123-4567,New York,IL,USA,1716921000.0,59.0,Silver
619,John Smith,alice@gmail.com,,New York,WA,USA,1682101800.0,,Premium
1172,Jane Doe,,555-123-4567,Unknown,NY,USA,2024-07-29,69.0,Bronze
760,Unknown,,,Los Angeles,CA,USA,21-Feb-2023,28.0,Premium
2969,Bob Wilson,john@email.com,,Chicago,Unknown,USA,2024-06-18,43.0,Bronze
2719,Jane Doe,,555.123.4567,Los Angeles,Unknown,USA,2024-09-25,,Silver
2795,Jane Doe,,,Seattle,Unknown,USA,2023-10-25,,Unknown
1890,Unknown,john@email.com,555-123-4567,Los Angeles,IL,USA,13-Sep-2024,76.0,Free
2050,John Smith,,000-000-0000,Unknown,NY,USA,2023-11-09,,Free
1867,Unknown,jane@test.com,,New York,IL,USA,02/03/2023,,Bronze
495,Lisa Anderson,john@email.com,555-123-4567,New York,CA,Unknown,1673116200.0,,Silver
442,Michael Lee,,INVALID,San Francisco,NY,USA,03/12/2024,,Silver
1703,John Smith,,INVALID,Unknown,NY,USA,1697135400.0,55.0,Silver
1033,David Garcia,bob@company.com,555-123-4567,Unknown,Unknown,Unknown,10/11/2024,,Free
2230,John Smith,john@email.com,+1-555-123-4567,New York,CA,USA,2024-04-23,,Silver
366,Unknown,john@email.com,N/A,New York,CA,USA,1674757800.0,,Unknown
1698,Emma Johnson,alice@gmail.com,000-000-0000,Los Angeles,NY,USA,2023-05-07,,Premium
1091,John Smith,bob@company.com,+1-555-123-4567,Unknown,CA,USA,2023-02-26,,Premium
1200,Emma Johnson,john@email.com,000-000-0000,Los Angeles,CA,USA,10/03/2023,,Unknown
1784,John Smith,bob@company.com,000-000-0000,Los Angeles,CA,USA,11/30/2024,,Silver
2207,Alice Brown,,000-000-0000,Unknown,CA,USA,1713983400.0,69.0,Gold
1772,James Taylor,,INVALID,Unknown,TX,Unknown,05/09/2024,,Silver
1944,Lisa Anderson,jane@test.com,000-000-0000,New York,NY,USA,2023-03-02,20.0,Premium
2419,James Taylor,,INVALID,Los Angeles,WA,USA,23-Jan-2024,,Free
2594,Jane Doe,jane@test.com,N/A,Los Angeles,Unknown,USA,31-Jan-2023,58.0,Premium
1514,David Garcia,,5551234567,Chicago,WA,USA,1673116200.0,,Free
1430,Jane Doe,alice@gmail.com,555.123.4567,Seattle,NY,USA,26-Apr-2024,62.0,Free
397,David Garcia,john@email.com,,Chicago,IL,USA,20-Apr-2024,28.0,Unknown
1835,Charlie Davis,,000-000-0000,Chicago,IL,Unknown,09-Mar-2023,55.0,Premium
2060,John Smith,,555-123-4567,Chicago,NY,USA,1710095400.0,23.0,Gold
1878,Unknown,,555.123.4567,New York,TX,USA,07/06/2023,,Free
2574,Charlie Davis,,,New York,CA,USA,1734892200.0,,Gold
388,David Garcia,,(555) 123-4567,New York,CA,USA,1692037800.0,41.0,Unknown
1125,Alice Brown,,(555) 123-4567,Unknown,IL,USA,25-Jun-2023,48.0,Premium
249,David Garcia,alice@gmail.com,555.123.4567,Houston,CA,Unknown,03-Jul-2023,,Bronze
282,John Smith,jane@test.com,555.123.4567,Chicago,IL,USA,2024-07-10,,Bronze
1779,Jane Doe,jane@test.com,000-000-0000,Chicago,IL,USA,06/10/2023,,Unknown
960,John Smith,,000-000-0000,Los Angeles,WA,USA,08/25/2024,,Premium
2196,Michael Lee,jane@test.com,INVALID,New York,WA,USA,1722796200.0,,Silver
1489,Unknown,john@email.com,+1-555-123-4567,New York,CA,USA,2024-04-28,,Unknown
951,Charlie Davis,jane@test.com,,Los Angeles,Unknown,USA,2023-11-26,,Unknown
675,James Taylor,alice@gmail.com,,New York,CA,Unknown,02/17/2024,,Silver
2087,Unknown,,+1-555-123-4567,Seattle,NY,USA,,58.0,Premium
1233,Jane Doe,jane@test.com,555-123-4567,Los Angeles,IL,USA,09/10/2024,,Gold
1004,Unknown,john@email.com,555.123.4567,Unknown,TX,USA,29-Aug-2023,,Bronze
1093,John Smith,john@email.com,5551234567,Los Angeles,NY,USA,08/29/2024,,Unknown
588,Alice Brown,john@email.com,555.123.4567,New York,WA,USA,16-May-2023,23.0,Bronze
2814,John Smith,,INVALID,San Francisco,Unknown,USA,2023-01-13,,Free
93,Unknown,,000-000-0000,Chicago,WA,Unknown,2024-11-09,,Free
1658,John Smith,bob@company.com,N/A,Unknown,TX,USA,11/08/2024,60.0,Premium
1591,Emma Johnson,bob@company.com,+1-555-123-4567,Houston,CA,USA,28-Jan-2023,,Unknown
806,Jane Doe,bob@company.com,,Los Angeles,CA,USA,07/15/2024,,Gold
846,Sarah Miller,john@email.com,5551234567,New York,TX,USA,04/19/2023,80.0,Silver
1228,John Smith,,5551234567,Los Angeles,Unknown,Unknown,11/29/2024,21.0,Premium
295,Charlie Davis,,5551234567,Los Angeles,CA,USA,10-Feb-2024,,Premium
527,Unknown,,INVALID,Los Angeles,TX,USA,2023-12-10,,Gold
311,Lisa Anderson,jane@test.com,5551234567,Seattle,Unknown,USA,2024-06-14,56.0,Unknown
2355,Unknown,,555.123.4567,New York,IL,USA,12/11/2023,,Free
2818,Sarah Miller,john@email.com,(555) 123-4567,Chicago,NY,USA,27-Oct-2024,,Unknown
1810,Michael Lee,,555-123-4567,Chicago,CA,Unknown,,,Premium
391,Charlie Davis,,N/A,Unknown,CA,USA,2023-02-22,,Free
1150,Sarah Miller,alice@gmail.com,(555) 123-4567,New York,CA,USA,06-Jan-2024,,Free
1184,Lisa Anderson,,N/A,Chicago,IL,USA,,44.0,Free
1379,John Smith,jane@test.com,INVALID,Los Angeles,IL,USA,05/31/2023,75.0,Unknown
1551,Michael Lee,,,Unknown,TX,USA,2024-04-02,,Bronze
1346,Charlie Davis,,5551234567,New York,IL,USA,06/27/2024,,Silver
